Date,Average temperature,Average dewpoint,Average windspeed,Average direction,Rainfall for year,Maximum temperature,Maximum humidity,Maximum pressure,Maximum windspeed ,Maximum heat index,Average humidity,Average barometer,Average gustspeed,Rainfall for month,Maximum rain per minute,Minimum temperature,Minimum humidity,Minimum pressure,Maximum gust speed
20/03/2020,87,30.3,3.1,0.65,0.01,12.2,76,30.199,11.5,19.9,16.5,1.9,21,1.14,29.7,94,30.333,9.2,29.7
21/03/2020,32.5,18.6,6.5,249,1.32,44.6,87,30.282,23.0,44.6,58,30.1,9.9,0.83,0.01,22.1,32,29.950,33.4
22/03/2020,63,30.0,7.8,0.83,0.00,18.5,32,29.894,31.1,30.7,18.0,5.2,243,1.32,41.6,93,30.034,19.6,41.6
23/03/2020,34.0,21.9,5.4,232,1.32,44.7,81,30.030,19.6,44.7,62,29.9,7.8,0.83,0.00,24.4,36,29.730,26.5
24/03/2020,48,29.7,14.7,0.83,0.00,32.0,30,29.658,35.7,39.9,21.1,10.4,233,1.32,47.4,71,29.812,24.2,47.4
25/03/2020,41.7,19.5,6.9,234,1.32,48.3,59,29.658,23.0,48.3,42,29.5,10.2,0.83,0.00,32.1,25,29.494,32.2
26/03/2020,48,29.5,12.7,0.83,0.00,27.0,14,29.393,38.0,39.9,16.8,8.8,234,1.32,52.8,83,29.541,26.5,52.8
27/03/2020,29.8,25.5,2.4,45,1.40,34.7,93,29.648,9.2,34.7,84,29.5,4.0,0.91,0.01,23.9,61,29.430,12.7
28/03/2020,49,29.9,16.1,0.92,0.01,20.8,30,29.645,33.4,27.6,10.4,10.8,239,1.41,37.3,91,30.010,23.0,37.3
29/03/2020,33.7,12.8,7.6,229,1.42,43.8,69,30.042,19.6,43.8,43,30.0,11.0,0.93,0.01,26.1,27,29.906,28.8
30/03/2020,50,29.9,6.7,0.93,0.00,21.2,23,29.869,23.0,35.6,16.9,4.1,254,1.42,49.5,82,29.982,15.0,49.5
31/03/2020,43.7,20.5,9.8,224,1.42,53.2,55,29.950,24.2,53.2,40,29.8,14.1,0.93,0.00,31.9,28,29.600,38.0
1/04/2020,46.8,22.7,8.7,213,1.42,57.1,79,29.606,24.2,57.1,41,29.4,12.2,0.00,0.00,36.6,20,29.349,31.1
2/04/2020,88,29.7,6.2,0.00,0.00,13.7,78,29.370,18.4,23.0,20.0,3.7,49,1.42,36.8,94,30.091,13.8,36.8
3/04/2020,20.3,15.4,1.9,53,1.54,29.3,92,30.256,11.5,29.3,81,30.2,3.6,0.12,0.01,6.2,69,30.090,16.1
4/04/2020,61,29.9,7.0,0.14,0.01,15.6,27,29.745,28.8,34.5,20.2,4.8,227,1.56,49.4,92,30.094,20.7,49.4
5/04/2020,40.1,21.8,5.6,238,1.56,56.2,90,29.743,20.7,56.2,55,29.7,8.2,0.14,0.00,24.7,21,29.594,31.1
6/04/2020,31,29.6,14.1,0.14,0.00,27.2,13,29.585,34.5,46.7,13.7,10.0,225,1.56,58.7,73,29.685,25.3,58.7
7/04/2020,51.0,10.6,9.5,233,1.56,59.8,30,29.691,21.9,59.8,20,29.6,14.5,0.14,0.00,43.6,11,29.573,33.4
8/04/2020,33,29.8,8.7,0.14,0.00,30.4,14,29.678,29.9,46.5,16.5,5.5,258,1.56,60.9,62,29.888,20.7,60.9
9/04/2020,37.0,24.8,2.7,58,1.56,50.4,86,29.967,13.8,50.4,63,29.9,5.0,0.14,0.00,22.4,41,29.872,19.6
10/04/2020,48,29.7,13.0,0.14,0.00,26.2,15,29.564,34.5,45.1,23.5,9.1,235,1.56,60.7,92,29.931,26.5,60.7
11/04/2020,46.9,17.4,8.7,237,1.57,59.1,86,29.566,21.9,59.1,34,29.4,13.0,0.15,0.01,36.2,13,29.273,33.4
12/04/2020,86,29.7,3.6,0.18,0.01,12.5,80,29.316,11.5,17.4,13.9,2.2,38,1.60,37.5,93,30.151,8.1,37.5
13/04/2020,11.7,7.8,2.2,41,1.60,17.6,88,30.386,8.1,17.6,84,30.2,3.4,0.18,0.00,4.6,77,30.154,11.5
14/04/2020,59,30.3,10.5,0.30,0.01,-3.9,32,30.147,31.1,18.4,4.8,6.7,242,1.72,34.2,88,30.425,19.6,34.2
15/04/2020,30.1,19.1,6.0,205,1.87,42.0,92,30.151,17.3,42.0,65,29.9,9.0,0.45,0.01,25.1,39,29.812,25.3
16/04/2020,89,30.0,5.2,0.45,0.00,10.7,85,29.867,16.1,18.6,15.8,3.3,55,1.87,25.2,93,30.267,10.4,25.2
17/04/2020,25.7,9.4,6.7,229,2.22,42.4,91,30.310,20.7,42.4,55,30.2,9.8,0.80,0.01,-1.3,29,30.020,32.2
18/04/2020,68,29.8,5.7,0.88,0.01,23.9,42,29.699,21.9,35.4,25.2,3.9,248,2.30,44.6,94,30.016,16.1,44.6
19/04/2020,38.6,22.6,5.2,245,2.32,51.6,94,29.824,20.7,51.6,58,29.8,8.1,0.90,0.01,27.3,22,29.732,28.8
20/04/2020,46,29.8,7.3,0.90,0.00,27.4,22,29.780,24.2,42.3,21.6,4.7,249,2.32,55.2,77,29.887,17.3,55.2
21/04/2020,40.9,24.8,2.4,334,2.32,58.4,85,29.902,18.4,58.4,56,29.8,4.0,0.90,0.00,23.1,26,29.745,25.3
22/04/2020,50,29.8,5.9,0.92,0.01,28.3,26,29.730,21.9,42.7,23.9,3.8,287,2.34,56.4,77,29.808,16.1,56.4
23/04/2020,44.7,25.2,8.5,238,2.35,56.5,88,29.733,23.0,56.5,49,29.6,13.0,0.93,0.01,34.4,25,29.519,33.4
24/04/2020,56,29.9,7.7,0.95,0.01,29.7,28,29.686,27.6,40.4,24.3,5.0,253,2.37,50.7,91,29.985,17.3,50.7
25/04/2020,43.5,22.7,4.9,260,2.37,54.0,85,30.034,15.0,54.0,47,30.0,7.6,0.95,0.00,32.8,26,29.919,24.2
26/04/2020,47,29.8,11.6,0.98,0.01,41.4,27,29.732,31.1,48.2,27.8,8.0,235,2.40,60.4,85,29.918,21.9,60.4
27/04/2020,55.0,29.3,10.0,235,2.40,67.2,59,29.822,21.9,67.2,39,29.7,14.7,0.98,0.00,44.5,21,29.590,33.4
28/04/2020,33,29.7,14.1,0.98,0.00,36.1,18,29.566,36.8,52.3,22.5,8.7,255,2.40,61.2,72,29.969,24.2,61.2
29/04/2020,46.8,26.9,2.5,63,2.40,62.8,90,30.077,12.7,62.8,52,30.0,4.7,0.98,0.00,26.2,25,29.944,18.4
30/04/2020,37,29.7,8.2,0.98,0.00,32.9,15,29.539,32.2,57.1,27.4,5.4,245,2.40,74.6,79,29.945,20.7,75.8
1/05/2020,57.8,33.9,5.2,238,2.40,71.8,83,29.724,18.4,76.6,45,29.6,8.0,0.00,0.00,41.5,19,29.515,29.9
2/05/2020,83,29.7,5.0,0.30,0.02,39.9,60,29.666,19.6,47.1,42.0,3.1,16,2.70,57.3,95,29.881,15.0,57.3
3/05/2020,51.6,36.4,4.9,244,2.73,65.4,93,29.876,19.6,65.4,59,29.7,7.5,0.33,0.01,36.1,29,29.620,26.5
4/05/2020,58,29.8,11.8,0.37,0.01,38.5,28,29.604,36.8,45.1,28.9,7.6,248,2.77,52.2,94,30.024,25.3,52.2
5/05/2020,48.7,12.2,6.3,241,2.77,62.3,50,30.128,18.4,62.3,24,30.0,9.7,0.37,0.00,37.9,12,29.942,26.5
6/05/2020,55,30.0,3.6,0.37,0.00,24.5,34,29.867,18.4,43.6,27.0,2.0,22,2.77,59.4,85,30.138,11.5,59.4
7/05/2020,46.6,11.6,10.1,244,2.77,58.9,87,30.015,27.6,58.9,31,29.8,15.2,0.37,0.00,29.6,10,29.661,34.5
8/05/2020,66,30.0,4.9,0.37,0.00,29.4,40,29.910,15.0,39.1,27.9,2.7,84,2.77,51.4,90,30.092,10.4,51.3
9/05/2020,42.5,27.5,4.1,40,2.77,53.5,82,30.130,17.3,53.5,57,30.0,7.0,0.37,0.00,32.8,31,29.942,24.2
10/05/2020,56,30.0,5.6,0.37,0.00,30.6,40,30.001,17.3,41.9,26.8,3.1,68,2.77,52.6,73,30.108,12.7,52.6
11/05/2020,36.8,32.3,3.8,17,2.89,52.0,95,30.002,18.4,52.0,84,29.9,5.6,0.49,0.01,28.1,66,29.757,23.0
12/05/2020,54,29.6,9.7,0.50,0.01,34.3,20,29.436,33.4,51.9,31.6,6.8,228,2.90,66.4,97,29.850,21.9,66.4
13/05/2020,54.9,23.8,6.8,228,2.90,65.4,72,29.551,25.3,65.4,32,29.4,10.2,0.50,0.00,42.7,16,29.357,35.7
14/05/2020,68,29.6,6.1,0.52,0.01,38.7,34,29.533,31.1,48.9,38.2,3.8,262,2.92,60.6,89,29.706,18.4,60.6
15/05/2020,46.5,41.4,3.2,5,3.02,55.1,92,29.760,15.0,55.1,83,29.7,5.1,0.62,0.01,38.4,64,29.642,20.7
16/05/2020,60,29.8,5.7,0.66,0.01,37.0,16,29.745,21.9,48.7,32.4,3.3,290,3.06,65.4,96,29.908,16.1,65.4
17/05/2020,50.9,35.6,2.3,44,3.06,71.7,93,29.896,12.7,77.1,60,29.8,4.3,0.66,0.00,28.9,23,29.742,19.6
18/05/2020,50,29.7,6.6,0.66,0.00,36.5,11,29.582,32.2,57.9,32.5,4.1,225,3.06,77.6,95,29.796,21.9,77.0
19/05/2020,60.8,32.9,4.2,152,3.06,77.2,80,29.608,20.7,77.1,42,29.5,7.0,0.66,0.00,36.3,10,29.413,26.5
20/05/2020,32,29.3,12.1,0.66,0.00,46.5,8,29.193,35.7,61.1,26.9,7.8,222,3.06,76.1,67,29.483,26.5,77.4
21/05/2020,53.6,12.6,8.7,226,3.06,64.3,44,29.682,21.9,64.3,20,29.6,12.5,0.66,0.00,38.3,11,29.485,33.4
22/05/2020,38,29.6,5.4,0.66,0.00,30.6,9,29.468,20.7,52.5,23.3,3.1,234,3.06,67.9,77,29.714,13.8,67.9
23/05/2020,52.7,24.7,5.3,242,3.06,67.9,67,29.560,21.9,67.9,38,29.5,8.2,0.66,0.00,32.8,15,29.399,33.4
24/05/2020,79,29.7,3.8,0.90,0.01,35.7,44,29.549,20.7,40.7,34.3,2.3,268,3.30,50.4,94,29.927,15.0,50.4
25/05/2020,41.8,32.3,2.3,1,3.31,54.8,97,30.025,13.8,54.8,72,30.0,4.0,0.91,0.01,30.4,34,29.911,19.6
26/05/2020,52,29.9,8.1,0.91,0.00,27.0,24,29.779,21.9,51.7,31.4,5.2,246,3.31,71.6,93,29.963,15.0,76.1
27/05/2020,58.3,39.1,3.2,284,3.31,68.4,78,29.785,15.0,77.0,51,29.7,5.0,0.91,0.00,41.7,28,29.655,23.0
28/05/2020,68,29.9,5.2,0.91,0.00,37.9,35,29.773,18.4,54.4,43.4,2.9,46,3.31,66.0,94,30.005,13.8,66.0
29/05/2020,63.1,42.7,2.7,184,3.31,79.3,93,29.990,15.0,78.6,53,29.8,4.8,0.91,0.00,40.8,21,29.745,23.0
30/05/2020,56,29.7,5.1,0.95,0.01,49.1,28,29.666,20.7,62.2,44.7,3.2,289,3.35,74.9,89,29.777,17.3,77.5
31/05/2020,62.8,42.9,5.1,230,3.40,78.4,94,29.761,17.3,78.0,53,29.7,7.7,1.00,0.01,45.7,23,29.664,29.9
1/06/2020,68.6,39.3,6.5,243,3.40,85.9,66,29.719,18.4,83.0,36,29.6,10.1,0.00,0.00,51.7,15,29.568,31.1
2/06/2020,44,29.7,4.5,0.00,0.00,47.4,16,29.646,18.4,62.6,38.2,2.6,45,3.40,78.3,71,29.836,12.7,77.7
3/06/2020,60.0,38.0,4.4,226,3.41,81.1,89,29.826,24.2,79.0,52,29.7,6.6,0.01,0.01,41.8,13,29.632,36.8
4/06/2020,45,29.7,8.7,0.01,0.00,40.8,21,29.600,33.4,60.4,36.4,5.9,228,3.41,76.9,79,29.743,23.0,77.1
5/06/2020,66.8,34.3,4.0,213,3.41,84.8,66,29.697,20.7,81.7,34,29.6,6.4,0.01,0.00,46.7,9,29.507,26.5
6/06/2020,43,29.4,8.0,0.06,0.01,54.7,20,29.184,32.2,62.6,38.2,5.1,230,3.46,70.4,79,29.506,26.5,77.5
7/06/2020,60.0,28.8,4.0,246,3.46,77.0,74,29.418,15.0,77.1,34,29.3,6.6,0.06,0.00,34.9,16,29.191,21.9
8/06/2020,55,29.4,6.6,0.12,0.01,36.9,23,29.300,31.1,51.5,34.7,3.9,87,3.52,61.8,88,29.608,16.1,61.8
9/06/2020,46.7,27.5,7.9,254,3.55,55.0,72,29.868,21.9,55.0,49,29.7,13.3,0.15,0.01,38.7,31,29.525,34.5
10/06/2020,40,30.0,10.5,0.15,0.00,44.8,24,29.859,33.4,51.9,27.6,6.7,239,3.55,64.4,52,30.017,18.4,64.4
11/06/2020,55.0,30.2,2.4,129,3.55,71.3,80,30.137,12.7,76.0,43,30.1,4.4,0.15,0.00,32.6,18,30.005,17.3
12/06/2020,39,30.0,5.0,0.15,0.00,36.0,12,29.826,20.7,61.5,31.7,2.9,75,3.55,80.7,80,30.137,13.8,79.0
13/06/2020,61.2,37.6,3.8,255,3.60,80.2,77,29.838,19.6,78.6,45,29.7,6.2,0.20,0.03,41.1,16,29.545,32.2
14/06/2020,26,29.5,11.7,0.20,0.00,49.3,9,29.446,40.3,65.7,25.6,8.0,226,3.60,78.7,55,29.592,28.8,77.3
15/06/2020,59.9,25.3,2.0,297,3.60,82.4,54,29.796,11.5,79.9,30,29.7,3.6,0.20,0.00,39.2,10,29.598,19.6
16/06/2020,28,29.5,9.6,0.20,0.00,40.8,14,29.397,28.8,65.3,27.2,6.2,245,3.60,81.5,63,29.688,19.6,79.3
17/06/2020,64.4,26.1,6.2,251,3.60,82.0,58,29.517,19.6,79.6,28,29.4,9.5,0.20,0.00,42.6,9,29.404,26.5
18/06/2020,56,29.7,6.5,0.27,0.01,44.4,35,29.518,19.6,53.2,36.6,3.7,72,3.67,62.3,91,29.873,12.7,62.3
19/06/2020,48.8,43.1,2.2,48,3.92,56.3,94,29.898,20.7,56.3,81,29.9,3.8,0.52,0.01,41.6,63,29.804,31.1
20/06/2020,49,29.8,6.3,0.53,0.01,32.2,13,29.752,24.2,56.3,31.2,3.8,252,3.93,77.6,96,29.941,18.4,76.7
21/06/2020,58.9,38.0,3.4,252,3.95,71.5,78,29.753,13.8,77.0,48,29.7,5.4,0.55,0.02,47.7,24,29.608,29.9
22/06/2020,62,29.8,4.3,0.55,0.00,39.8,38,29.734,18.4,57.1,43.2,2.5,16,3.95,70.2,93,29.913,13.8,77.5
23/06/2020,58.8,45.1,2.4,18,4.03,75.6,92,29.930,17.3,77.4,64,29.8,3.9,0.63,0.02,42.0,31,29.733,21.9
24/06/2020,63,29.7,4.5,0.73,0.01,40.7,22,29.641,23.0,59.7,44.1,2.8,313,4.13,81.4,96,29.787,15.0,79.9
25/06/2020,62.6,38.9,3.9,242,4.13,81.8,95,29.731,24.2,79.6,50,29.6,6.2,0.73,0.00,40.7,16,29.599,33.4
26/06/2020,66,29.7,4.8,0.74,0.01,44.0,42,29.660,27.6,57.8,46.0,3.0,13,4.14,72.5,87,29.809,17.3,77.4
27/06/2020,64.5,35.1,5.6,238,4.14,78.5,78,29.762,21.9,77.8,36,29.6,8.8,0.74,0.00,47.4,17,29.406,33.4
28/06/2020,34,29.3,8.8,0.74,0.00,49.6,23,29.222,33.4,66.1,36.1,5.5,234,4.14,76.3,58,29.406,19.6,77.4
29/06/2020,65.3,34.7,4.0,243,4.14,86.2,81,29.351,19.6,82.8,38,29.3,6.5,0.74,0.00,42.7,13,29.214,31.1
30/06/2020,34,29.4,16.0,0.74,0.00,49.7,16,29.254,39.1,58.6,28.3,10.6,237,4.14,66.3,56,29.678,27.6,66.3
1/07/2020,59.9,26.7,4.2,217,4.14,76.5,67,29.774,19.6,76.2,33,29.7,7.1,0.00,0.00,37.7,11,29.626,29.9
2/07/2020,34,29.7,6.3,0.00,0.00,38.9,10,29.661,26.5,64.2,29.5,3.9,233,4.14,83.4,73,29.790,16.1,80.7
3/07/2020,67.4,37.7,3.6,348,4.14,84.5,62,29.826,23.0,81.5,37,29.7,6.1,0.00,0.00,48.5,14,29.681,33.4
4/07/2020,55,29.7,6.1,0.03,0.01,49.6,19,29.662,39.1,62.2,44.0,3.9,306,4.17,85.6,81,29.800,25.3,82.5
5/07/2020,61.0,42.7,2.1,290,4.22,82.5,93,29.819,15.0,80.3,57,29.8,3.5,0.08,0.01,40.6,21,29.744,21.9
6/07/2020,45,29.7,4.6,0.08,0.00,42.9,12,29.658,23.0,65.1,38.5,2.7,206,4.22,84.9,88,29.771,16.1,81.8
7/07/2020,68.6,28.4,4.9,222,4.22,86.3,68,29.676,20.7,82.9,29,29.6,7.6,0.08,0.00,44.2,9,29.454,32.2
8/07/2020,19,29.5,7.0,0.08,0.00,39.1,7,29.502,28.8,65.5,17.3,4.4,246,4.22,84.7,44,29.629,18.4,81.7
9/07/2020,64.1,30.8,3.1,40,4.22,84.8,69,29.740,16.1,81.7,33,29.7,5.1,0.08,0.00,40.4,8,29.609,26.5
10/07/2020,32,29.8,6.0,0.08,0.00,43.1,5,29.713,27.6,68.7,24.3,3.6,253,4.22,90.7,84,29.821,20.7,86.6
11/07/2020,67.0,32.8,2.6,71,4.22,83.9,43,29.902,13.8,81.2,29,29.8,4.6,0.08,0.00,44.8,18,29.751,18.4
12/07/2020,34,29.7,8.1,0.08,0.00,46.0,11,29.572,33.4,68.3,35.6,5.1,237,4.22,84.0,69,29.778,19.6,81.1
13/07/2020,73.4,38.3,7.4,235,4.22,85.5,45,29.575,26.5,82.3,29,29.5,11.6,0.08,0.00,64.4,17,29.374,41.4
14/07/2020,56,29.5,5.2,0.10,0.01,53.5,27,29.434,26.5,62.4,45.2,3.2,2,4.24,78.2,88,29.700,17.3,78.3
15/07/2020,62.3,49.6,3.3,67,4.24,73.3,91,29.799,13.8,77.5,65,29.7,6.0,0.10,0.00,47.7,29,29.651,19.6
16/07/2020,63,29.7,4.6,0.10,0.00,65.7,63,29.746,4.6,65.7,52.8,2.3,93,4.24,65.7,63,29.746,2.3,65.7
17/07/2020,65.7,52.8,2.3,79,4.24,65.7,63,29.746,2.3,65.7,63,29.7,4.6,0.10,0.00,65.7,63,29.746,4.6
18/07/2020,24,29.6,11.4,0.10,0.00,61.2,10,29.537,31.1,76.3,35.5,7.3,236,4.24,87.2,63,29.746,19.6,83.6
19/07/2020,66.6,39.0,3.7,226,4.26,80.9,64,29.679,18.4,79.1,38,29.6,5.7,0.12,0.01,50.2,16,29.602,25.3
20/07/2020,35,29.6,8.0,0.12,0.00,54.4,9,29.505,27.6,70.1,37.4,4.9,293,4.26,85.4,74,29.650,17.3,82.3
21/07/2020,65.3,49.8,3.7,38,4.26,79.2,88,29.710,13.8,79.5,60,29.6,6.3,0.12,0.00,46.8,31,29.568,19.6
22/07/2020,52,29.6,6.7,0.12,0.00,46.9,14,29.583,25.3,65.4,42.7,4.2,230,4.26,85.9,93,29.707,16.1,82.6
23/07/2020,67.1,45.2,5.3,228,4.37,81.1,87,29.668,19.6,79.7,48,29.6,8.6,0.23,0.01,54.8,26,29.571,24.2
24/07/2020,62,29.6,5.8,0.24,0.01,55.3,35,29.577,25.3,64.1,49.8,3.6,240,4.38,74.9,86,29.686,15.0,77.4
25/07/2020,62.8,48.1,2.5,242,4.47,69.2,90,29.781,8.1,77.5,60,29.7,4.0,0.33,0.01,55.1,36,29.645,17.3
26/07/2020,68,29.8,2.9,0.33,0.00,50.5,40,29.745,15.0,60.6,48.9,1.7,357,4.47,71.9,90,29.930,11.5,77.5
27/07/2020,61.7,47.4,2.2,66,4.47,77.3,96,29.941,13.8,78.2,64,29.9,4.0,0.33,0.00,43.6,35,29.781,18.4
28/07/2020,61,29.7,6.2,0.35,0.01,46.0,35,29.675,26.5,60.5,45.3,4.0,248,4.49,75.6,94,29.792,17.3,77.6
29/07/2020,67.7,38.0,6.4,258,4.49,80.6,68,29.754,19.6,79.0,37,29.7,10.5,0.35,0.00,50.2,16,29.604,33.4
30/07/2020,67,29.8,5.6,0.54,0.02,45.6,25,29.705,27.6,59.4,46.4,3.3,353,4.68,77.3,95,29.981,19.6,77.6
31/07/2020,58.5,46.4,2.4,334,4.79,78.1,97,30.068,25.3,78.1,70,30.0,4.2,0.65,0.01,42.2,26,29.906,35.7
1/08/2020,59.3,44.2,3.0,328,4.88,78.3,95,30.050,23.0,78.2,62,29.9,4.9,0.08,0.01,40.0,26,29.890,34.5
2/08/2020,71,29.9,3.4,0.23,0.04,44.0,37,29.807,16.1,58.7,48.4,1.9,8,5.03,74.0,95,29.910,11.5,77.4
3/08/2020,61.5,47.2,2.3,12,5.11,78.4,95,29.877,11.5,78.6,64,29.8,3.8,0.31,0.01,43.2,30,29.725,18.4
4/08/2020,55,29.7,6.6,0.31,0.00,50.4,10,29.649,32.2,65.8,44.7,3.9,343,5.11,87.0,85,29.802,20.7,83.5
5/08/2020,63.1,46.2,1.9,14,5.11,78.4,92,29.752,19.6,78.7,59,29.7,3.3,0.31,0.00,48.4,22,29.637,29.9
6/08/2020,55,29.6,5.5,0.34,0.01,47.3,19,29.571,26.5,62.7,43.5,3.5,282,5.14,82.9,88,29.684,16.1,80.5
7/08/2020,65.1,26.4,4.2,234,5.14,85.4,87,29.732,16.1,82.3,37,29.7,6.6,0.34,0.00,39.5,6,29.652,26.5
8/08/2020,16,29.7,6.8,0.34,0.00,52.4,5,29.614,25.3,69.9,18.5,4.1,260,5.14,84.9,37,29.729,13.8,81.9
9/08/2020,66.2,21.3,3.3,233,5.14,90.4,50,29.765,20.7,86.4,23,29.7,5.3,0.34,0.00,42.3,6,29.658,33.4
10/08/2020,31,29.7,5.9,0.34,0.00,45.4,10,29.642,35.7,65.0,31.1,3.7,172,5.14,83.2,58,29.726,26.5,80.5
11/08/2020,66.2,28.8,3.6,253,5.14,88.5,70,29.697,19.6,84.7,33,29.6,5.8,0.34,0.00,44.5,8,29.572,28.8
12/08/2020,27,29.7,6.4,0.34,0.00,43.8,12,29.613,42.6,64.9,26.8,4.1,242,5.14,84.2,51,29.744,28.8,81.3
13/08/2020,65.4,24.3,2.7,262,5.14,85.4,57,29.795,16.1,82.3,26,29.7,4.5,0.34,0.00,41.5,7,29.657,26.5
14/08/2020,27,29.7,5.6,0.34,0.00,43.3,5,29.678,27.6,65.3,25.8,3.3,272,5.14,89.1,53,29.814,17.3,85.3
15/08/2020,65.0,32.0,2.9,338,5.14,85.3,78,29.879,16.1,82.1,37,29.8,5.0,0.34,0.00,41.4,8,29.759,26.5
16/08/2020,34,29.9,4.6,0.34,0.00,42.5,9,29.846,21.9,65.6,32.0,2.6,27,5.14,83.7,66,29.973,13.8,80.9
17/08/2020,66.6,40.9,2.3,26,5.14,83.1,78,29.979,10.4,80.8,43,29.9,4.1,0.34,0.00,46.2,17,29.849,18.4
18/08/2020,39,29.8,3.0,0.34,0.00,45.7,14,29.760,19.6,65.9,36.2,1.7,285,5.14,83.0,74,29.905,15.0,80.4
19/08/2020,62.1,40.9,2.7,348,5.18,81.9,73,29.837,21.9,79.9,48,29.8,4.3,0.38,0.01,44.9,22,29.687,28.8
20/08/2020,52,29.7,4.3,0.38,0.00,43.2,19,29.586,25.3,63.0,42.3,2.5,338,5.18,81.9,84,29.751,16.1,79.9
21/08/2020,65.2,39.2,1.9,351,5.18,86.1,79,29.688,10.4,82.7,44,29.7,3.5,0.38,0.00,44.8,11,29.608,13.8
22/08/2020,32,29.7,3.4,0.38,0.00,42.4,8,29.679,18.4,64.3,26.7,1.9,310,5.18,87.7,69,29.788,13.8,84.1
23/08/2020,64.6,29.7,2.1,335,5.18,84.2,53,29.801,17.3,81.3,30,29.8,3.3,0.38,0.00,42.8,14,29.737,26.5
24/08/2020,36,29.7,4.0,0.38,0.00,50.3,16,29.642,25.3,67.2,37.6,2.4,276,5.18,86.2,57,29.764,16.1,82.9
25/08/2020,66.9,44.1,4.3,272,5.25,87.3,79,29.700,18.4,84.1,47,29.7,6.6,0.45,0.01,51.9,19,29.595,24.2
26/08/2020,58,29.6,4.6,0.63,0.03,50.3,25,29.602,18.4,63.3,47.0,2.9,293,5.43,81.9,86,29.658,13.8,80.1
27/08/2020,62.2,43.2,2.1,326,5.45,82.5,89,29.673,20.7,80.6,55,29.6,3.4,0.65,0.01,43.8,24,29.565,28.8
28/08/2020,66,29.7,3.8,0.69,0.01,48.2,42,29.627,19.6,57.5,45.5,2.2,25,5.49,71.7,89,29.849,11.5,77.5
29/08/2020,54.5,43.5,3.7,250,5.50,73.5,97,29.865,17.3,77.2,71,29.8,6.0,0.70,0.01,42.3,31,29.660,28.8
30/08/2020,35,29.5,11.5,0.70,0.00,51.5,13,29.400,31.1,65.9,35.8,7.3,249,5.50,81.6,64,29.696,17.3,79.4
31/08/2020,52.3,38.1,3.5,35,5.51,67.0,89,29.692,13.8,67.0,61,29.6,5.9,0.71,0.01,35.2,29,29.476,21.9
1/09/2020,58.1,36.9,5.8,211,5.51,74.9,85,29.801,18.4,77.0,48,29.7,9.1,0.00,0.00,45.7,22,29.601,26.5
2/09/2020,39,29.8,8.0,0.00,0.00,35.5,6,29.685,31.1,61.2,28.9,4.9,235,5.51,83.4,85,29.880,20.7,80.7
3/09/2020,64.7,34.8,4.0,44,5.51,78.9,60,29.831,15.0,78.1,35,29.7,6.7,0.00,0.00,48.6,16,29.653,26.5
4/09/2020,40,30.0,4.0,0.00,0.00,38.4,17,29.829,21.9,60.4,31.9,2.2,33,5.51,80.3,73,30.066,13.8,78.7
5/09/2020,66.6,22.3,3.5,241,5.51,92.8,73,30.061,18.4,88.6,30,30.0,5.6,0.00,0.00,40.1,3,29.837,27.6
6/09/2020,16,29.7,6.8,0.00,0.00,50.5,9,29.626,26.5,72.1,21.5,4.2,267,5.51,85.8,29,29.841,15.0,82.5
7/09/2020,61.2,21.2,7.2,249,5.51,84.5,90,29.633,25.3,81.6,32,29.5,11.6,0.00,0.00,38.9,3,29.344,33.4
8/09/2020,92,30.0,7.0,0.02,0.01,23.5,89,29.599,18.4,27.2,25.1,4.2,41,5.53,38.9,93,30.329,12.7,38.8
9/09/2020,28.2,25.4,1.8,78,5.73,37.2,94,30.398,6.9,37.2,90,30.4,3.1,0.22,0.01,23.0,75,30.283,10.4
10/09/2020,90,30.3,2.7,0.36,0.01,28.9,75,30.169,13.8,34.2,31.4,1.4,75,5.87,44.7,95,30.397,8.1,44.7
11/09/2020,46.1,31.6,6.6,237,5.98,58.9,96,30.168,19.6,58.9,60,30.0,10.5,0.47,0.01,32.8,32,29.861,32.2
12/09/2020,34,29.8,8.6,0.47,0.00,43.5,13,29.777,33.4,59.1,28.4,5.5,229,5.98,74.8,63,29.897,18.4,75.3
13/09/2020,54.1,30.1,1.9,170,5.98,76.5,89,30.072,12.7,76.5,48,30.0,3.4,0.47,0.00,31.5,11,29.899,17.3
14/09/2020,45,30.0,4.0,0.47,0.00,35.4,14,29.955,24.2,56.0,30.3,2.5,209,5.98,77.1,81,30.075,18.4,76.6
15/09/2020,57.5,26.0,2.1,308,5.98,81.4,68,30.016,15.0,79.1,38,29.9,3.5,0.47,0.00,37.9,8,29.843,21.9
16/09/2020,51,30.0,2.9,0.47,0.00,35.7,27,29.980,12.7,51.5,32.9,1.6,44,5.98,69.3,81,30.100,9.2,76.9
17/09/2020,54.1,30.1,1.5,36,5.98,78.5,91,30.074,10.4,77.2,51,30.0,2.6,0.47,0.00,32.8,12,29.954,15.0
18/09/2020,47,29.9,3.2,0.47,0.00,35.3,12,29.854,19.6,55.2,30.5,1.8,169,5.98,77.3,86,30.064,13.8,76.5
19/09/2020,59.8,29.3,4.5,230,5.98,76.5,57,29.869,21.9,76.4,35,29.7,7.0,0.47,0.00,45.0,14,29.636,34.5
